,sample_name,from_image,from_area,sample_path,label
186,186,B-132624-300617110711.png,Lachish (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Lachish (end of 7th century Judah)\B-132624-300617110711\Samples\186.png,Lachish (end of 7th century Judah)_-_B-132624-300617110711.png
187,187,B-132624-300617110711.png,Lachish (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Lachish (end of 7th century Judah)\B-132624-300617110711\Samples\187.png,Lachish (end of 7th century Judah)_-_B-132624-300617110711.png
188,188,B-132624-300617110711.png,Lachish (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Lachish (end of 7th century Judah)\B-132624-300617110711\Samples\188.png,Lachish (end of 7th century Judah)_-_B-132624-300617110711.png
189,189,B-132624-300617110711.png,Lachish (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Lachish (end of 7th century Judah)\B-132624-300617110711\Samples\189.png,Lachish (end of 7th century Judah)_-_B-132624-300617110711.png
190,190,B-132624-300617110711.png,Lachish (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Lachish (end of 7th century Judah)\B-132624-300617110711\Samples\190.png,Lachish (end of 7th century Judah)_-_B-132624-300617110711.png
191,191,B-132624-300617110711.png,Lachish (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Lachish (end of 7th century Judah)\B-132624-300617110711\Samples\191.png,Lachish (end of 7th century Judah)_-_B-132624-300617110711.png
192,192,B-132624-300617110711.png,Lachish (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Lachish (end of 7th century Judah)\B-132624-300617110711\Samples\192.png,Lachish (end of 7th century Judah)_-_B-132624-300617110711.png
193,193,B-132624-300617110711.png,Lachish (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Lachish (end of 7th century Judah)\B-132624-300617110711\Samples\193.png,Lachish (end of 7th century Judah)_-_B-132624-300617110711.png
194,194,B-132624-300617110711.png,Lachish (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Lachish (end of 7th century Judah)\B-132624-300617110711\Samples\194.png,Lachish (end of 7th century Judah)_-_B-132624-300617110711.png
195,195,B-132624-300617110711.png,Lachish (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Lachish (end of 7th century Judah)\B-132624-300617110711\Samples\195.png,Lachish (end of 7th century Judah)_-_B-132624-300617110711.png
196,196,B-132624-300617110711.png,Lachish (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Lachish (end of 7th century Judah)\B-132624-300617110711\Samples\196.png,Lachish (end of 7th century Judah)_-_B-132624-300617110711.png
197,197,B-132624-300617110711.png,Lachish (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Lachish (end of 7th century Judah)\B-132624-300617110711\Samples\197.png,Lachish (end of 7th century Judah)_-_B-132624-300617110711.png
198,198,B-132624-300617110711.png,Lachish (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Lachish (end of 7th century Judah)\B-132624-300617110711\Samples\198.png,Lachish (end of 7th century Judah)_-_B-132624-300617110711.png
199,199,B-132624-300617110711.png,Lachish (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Lachish (end of 7th century Judah)\B-132624-300617110711\Samples\199.png,Lachish (end of 7th century Judah)_-_B-132624-300617110711.png
200,200,B-132624-300617110711.png,Lachish (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Lachish (end of 7th century Judah)\B-132624-300617110711\Samples\200.png,Lachish (end of 7th century Judah)_-_B-132624-300617110711.png
201,201,B-132624-300617110711.png,Lachish (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Lachish (end of 7th century Judah)\B-132624-300617110711\Samples\201.png,Lachish (end of 7th century Judah)_-_B-132624-300617110711.png
202,202,B-132624-300617110711.png,Lachish (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Lachish (end of 7th century Judah)\B-132624-300617110711\Samples\202.png,Lachish (end of 7th century Judah)_-_B-132624-300617110711.png
203,203,B-132624-300617110711.png,Lachish (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Lachish (end of 7th century Judah)\B-132624-300617110711\Samples\203.png,Lachish (end of 7th century Judah)_-_B-132624-300617110711.png
204,204,B-132624-300617110711.png,Lachish (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Lachish (end of 7th century Judah)\B-132624-300617110711\Samples\204.png,Lachish (end of 7th century Judah)_-_B-132624-300617110711.png
205,205,B-132624-300617110711.png,Lachish (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Lachish (end of 7th century Judah)\B-132624-300617110711\Samples\205.png,Lachish (end of 7th century Judah)_-_B-132624-300617110711.png
206,206,B-132624-300617110711.png,Lachish (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Lachish (end of 7th century Judah)\B-132624-300617110711\Samples\206.png,Lachish (end of 7th century Judah)_-_B-132624-300617110711.png
207,207,B-132624-300617110711.png,Lachish (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Lachish (end of 7th century Judah)\B-132624-300617110711\Samples\207.png,Lachish (end of 7th century Judah)_-_B-132624-300617110711.png
208,208,B-132624-300617110711.png,Lachish (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Lachish (end of 7th century Judah)\B-132624-300617110711\Samples\208.png,Lachish (end of 7th century Judah)_-_B-132624-300617110711.png
209,209,B-132624-300617110711.png,Lachish (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Lachish (end of 7th century Judah)\B-132624-300617110711\Samples\209.png,Lachish (end of 7th century Judah)_-_B-132624-300617110711.png
210,210,B-132624-300617110711.png,Lachish (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Lachish (end of 7th century Judah)\B-132624-300617110711\Samples\210.png,Lachish (end of 7th century Judah)_-_B-132624-300617110711.png
211,211,B-132624-300617110711.png,Lachish (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Lachish (end of 7th century Judah)\B-132624-300617110711\Samples\211.png,Lachish (end of 7th century Judah)_-_B-132624-300617110711.png
212,212,B-132624-300617110711.png,Lachish (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Lachish (end of 7th century Judah)\B-132624-300617110711\Samples\212.png,Lachish (end of 7th century Judah)_-_B-132624-300617110711.png
213,213,B-132624-300617110711.png,Lachish (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Lachish (end of 7th century Judah)\B-132624-300617110711\Samples\213.png,Lachish (end of 7th century Judah)_-_B-132624-300617110711.png
214,214,B-132624-300617110711.png,Lachish (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Lachish (end of 7th century Judah)\B-132624-300617110711\Samples\214.png,Lachish (end of 7th century Judah)_-_B-132624-300617110711.png
215,215,B-132624-300617110711.png,Lachish (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Lachish (end of 7th century Judah)\B-132624-300617110711\Samples\215.png,Lachish (end of 7th century Judah)_-_B-132624-300617110711.png
216,216,B-132624-300617110711.png,Lachish (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Lachish (end of 7th century Judah)\B-132624-300617110711\Samples\216.png,Lachish (end of 7th century Judah)_-_B-132624-300617110711.png
217,217,B-132624-300617110711.png,Lachish (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Lachish (end of 7th century Judah)\B-132624-300617110711\Samples\217.png,Lachish (end of 7th century Judah)_-_B-132624-300617110711.png
218,218,B-132624-300617110711.png,Lachish (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Lachish (end of 7th century Judah)\B-132624-300617110711\Samples\218.png,Lachish (end of 7th century Judah)_-_B-132624-300617110711.png
219,219,B-132624-300617110711.png,Lachish (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Lachish (end of 7th century Judah)\B-132624-300617110711\Samples\219.png,Lachish (end of 7th century Judah)_-_B-132624-300617110711.png
220,220,B-132624-300617110711.png,Lachish (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Lachish (end of 7th century Judah)\B-132624-300617110711\Samples\220.png,Lachish (end of 7th century Judah)_-_B-132624-300617110711.png
221,221,B-132624-300617110711.png,Lachish (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Lachish (end of 7th century Judah)\B-132624-300617110711\Samples\221.png,Lachish (end of 7th century Judah)_-_B-132624-300617110711.png
222,222,B-132624-300617110711.png,Lachish (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Lachish (end of 7th century Judah)\B-132624-300617110711\Samples\222.png,Lachish (end of 7th century Judah)_-_B-132624-300617110711.png
223,223,B-132624-300617110711.png,Lachish (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Lachish (end of 7th century Judah)\B-132624-300617110711\Samples\223.png,Lachish (end of 7th century Judah)_-_B-132624-300617110711.png
224,224,B-132624-300617110711.png,Lachish (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Lachish (end of 7th century Judah)\B-132624-300617110711\Samples\224.png,Lachish (end of 7th century Judah)_-_B-132624-300617110711.png
225,225,B-132624-300617110711.png,Lachish (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Lachish (end of 7th century Judah)\B-132624-300617110711\Samples\225.png,Lachish (end of 7th century Judah)_-_B-132624-300617110711.png
226,226,B-132624-300617110711.png,Lachish (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Lachish (end of 7th century Judah)\B-132624-300617110711\Samples\226.png,Lachish (end of 7th century Judah)_-_B-132624-300617110711.png
227,227,B-132624-300617110711.png,Lachish (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Lachish (end of 7th century Judah)\B-132624-300617110711\Samples\227.png,Lachish (end of 7th century Judah)_-_B-132624-300617110711.png
228,228,B-132624-300617110711.png,Lachish (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Lachish (end of 7th century Judah)\B-132624-300617110711\Samples\228.png,Lachish (end of 7th century Judah)_-_B-132624-300617110711.png
229,229,B-132624-300617110711.png,Lachish (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Lachish (end of 7th century Judah)\B-132624-300617110711\Samples\229.png,Lachish (end of 7th century Judah)_-_B-132624-300617110711.png
230,230,B-132624-300617110711.png,Lachish (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Lachish (end of 7th century Judah)\B-132624-300617110711\Samples\230.png,Lachish (end of 7th century Judah)_-_B-132624-300617110711.png
231,231,B-132624-300617110711.png,Lachish (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Lachish (end of 7th century Judah)\B-132624-300617110711\Samples\231.png,Lachish (end of 7th century Judah)_-_B-132624-300617110711.png
232,232,B-132624-300617110711.png,Lachish (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Lachish (end of 7th century Judah)\B-132624-300617110711\Samples\232.png,Lachish (end of 7th century Judah)_-_B-132624-300617110711.png
233,233,B-132624-300617110711.png,Lachish (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Lachish (end of 7th century Judah)\B-132624-300617110711\Samples\233.png,Lachish (end of 7th century Judah)_-_B-132624-300617110711.png
234,234,B-132624-300617110711.png,Lachish (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Lachish (end of 7th century Judah)\B-132624-300617110711\Samples\234.png,Lachish (end of 7th century Judah)_-_B-132624-300617110711.png
235,235,B-132624-300617110711.png,Lachish (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Lachish (end of 7th century Judah)\B-132624-300617110711\Samples\235.png,Lachish (end of 7th century Judah)_-_B-132624-300617110711.png
236,236,B-132624-300617110711.png,Lachish (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Lachish (end of 7th century Judah)\B-132624-300617110711\Samples\236.png,Lachish (end of 7th century Judah)_-_B-132624-300617110711.png
237,237,B-132624-300617110711.png,Lachish (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Lachish (end of 7th century Judah)\B-132624-300617110711\Samples\237.png,Lachish (end of 7th century Judah)_-_B-132624-300617110711.png
238,238,B-132624-300617110711.png,Lachish (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Lachish (end of 7th century Judah)\B-132624-300617110711\Samples\238.png,Lachish (end of 7th century Judah)_-_B-132624-300617110711.png
239,239,B-132624-300617110711.png,Lachish (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Lachish (end of 7th century Judah)\B-132624-300617110711\Samples\239.png,Lachish (end of 7th century Judah)_-_B-132624-300617110711.png
240,240,B-132624-300617110711.png,Lachish (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Lachish (end of 7th century Judah)\B-132624-300617110711\Samples\240.png,Lachish (end of 7th century Judah)_-_B-132624-300617110711.png
241,241,Lachish_1938-128_M-19493a_3200dpi_16b.png,Lachish (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Lachish (end of 7th century Judah)\Lachish_1938-128_M-19493a_3200dpi_16b\Samples\241.png,Lachish (end of 7th century Judah)_-_Lachish_1938-128_M-19493a_3200dpi_16b.png
242,242,Lachish_1938-128_M-19493a_3200dpi_16b.png,Lachish (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Lachish (end of 7th century Judah)\Lachish_1938-128_M-19493a_3200dpi_16b\Samples\242.png,Lachish (end of 7th century Judah)_-_Lachish_1938-128_M-19493a_3200dpi_16b.png
243,243,Lachish_1938-128_M-19493a_3200dpi_16b.png,Lachish (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Lachish (end of 7th century Judah)\Lachish_1938-128_M-19493a_3200dpi_16b\Samples\243.png,Lachish (end of 7th century Judah)_-_Lachish_1938-128_M-19493a_3200dpi_16b.png
244,244,Lachish_1938-128_M-19493a_3200dpi_16b.png,Lachish (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Lachish (end of 7th century Judah)\Lachish_1938-128_M-19493a_3200dpi_16b\Samples\244.png,Lachish (end of 7th century Judah)_-_Lachish_1938-128_M-19493a_3200dpi_16b.png
245,245,Lachish_1938-128_M-19493a_3200dpi_16b.png,Lachish (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Lachish (end of 7th century Judah)\Lachish_1938-128_M-19493a_3200dpi_16b\Samples\245.png,Lachish (end of 7th century Judah)_-_Lachish_1938-128_M-19493a_3200dpi_16b.png
246,246,Lachish_1938-128_M-19493a_3200dpi_16b.png,Lachish (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Lachish (end of 7th century Judah)\Lachish_1938-128_M-19493a_3200dpi_16b\Samples\246.png,Lachish (end of 7th century Judah)_-_Lachish_1938-128_M-19493a_3200dpi_16b.png
247,247,Lachish_1938-128_M-19493a_3200dpi_16b.png,Lachish (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Lachish (end of 7th century Judah)\Lachish_1938-128_M-19493a_3200dpi_16b\Samples\247.png,Lachish (end of 7th century Judah)_-_Lachish_1938-128_M-19493a_3200dpi_16b.png
248,248,Lachish_1938-128_M-19493a_3200dpi_16b.png,Lachish (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Lachish (end of 7th century Judah)\Lachish_1938-128_M-19493a_3200dpi_16b\Samples\248.png,Lachish (end of 7th century Judah)_-_Lachish_1938-128_M-19493a_3200dpi_16b.png
249,249,Lachish_1938-128_M-19493a_3200dpi_16b.png,Lachish (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Lachish (end of 7th century Judah)\Lachish_1938-128_M-19493a_3200dpi_16b\Samples\249.png,Lachish (end of 7th century Judah)_-_Lachish_1938-128_M-19493a_3200dpi_16b.png
250,250,Lachish_1938-128_M-19493a_3200dpi_16b.png,Lachish (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Lachish (end of 7th century Judah)\Lachish_1938-128_M-19493a_3200dpi_16b\Samples\250.png,Lachish (end of 7th century Judah)_-_Lachish_1938-128_M-19493a_3200dpi_16b.png
251,251,Lachish_1938-128_M-19493a_3200dpi_16b.png,Lachish (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Lachish (end of 7th century Judah)\Lachish_1938-128_M-19493a_3200dpi_16b\Samples\251.png,Lachish (end of 7th century Judah)_-_Lachish_1938-128_M-19493a_3200dpi_16b.png
252,252,Lachish_1938-128_M-19493a_3200dpi_16b.png,Lachish (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Lachish (end of 7th century Judah)\Lachish_1938-128_M-19493a_3200dpi_16b\Samples\252.png,Lachish (end of 7th century Judah)_-_Lachish_1938-128_M-19493a_3200dpi_16b.png
253,253,Lachish_1938-128_M-19493a_3200dpi_16b.png,Lachish (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Lachish (end of 7th century Judah)\Lachish_1938-128_M-19493a_3200dpi_16b\Samples\253.png,Lachish (end of 7th century Judah)_-_Lachish_1938-128_M-19493a_3200dpi_16b.png
254,254,Lachish_1938-128_M-19493a_3200dpi_16b.png,Lachish (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Lachish (end of 7th century Judah)\Lachish_1938-128_M-19493a_3200dpi_16b\Samples\254.png,Lachish (end of 7th century Judah)_-_Lachish_1938-128_M-19493a_3200dpi_16b.png
255,255,Lachish_1938-128_M-19493a_3200dpi_16b.png,Lachish (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Lachish (end of 7th century Judah)\Lachish_1938-128_M-19493a_3200dpi_16b\Samples\255.png,Lachish (end of 7th century Judah)_-_Lachish_1938-128_M-19493a_3200dpi_16b.png
256,256,Lachish_1938-128_M-19493a_3200dpi_16b.png,Lachish (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Lachish (end of 7th century Judah)\Lachish_1938-128_M-19493a_3200dpi_16b\Samples\256.png,Lachish (end of 7th century Judah)_-_Lachish_1938-128_M-19493a_3200dpi_16b.png
257,257,Lachish_1938-128_M-19493a_3200dpi_16b.png,Lachish (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Lachish (end of 7th century Judah)\Lachish_1938-128_M-19493a_3200dpi_16b\Samples\257.png,Lachish (end of 7th century Judah)_-_Lachish_1938-128_M-19493a_3200dpi_16b.png
258,258,Lachish_1938-128_M-19493a_3200dpi_16b.png,Lachish (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Lachish (end of 7th century Judah)\Lachish_1938-128_M-19493a_3200dpi_16b\Samples\258.png,Lachish (end of 7th century Judah)_-_Lachish_1938-128_M-19493a_3200dpi_16b.png
259,259,Lachish_1938-128_M-19493a_3200dpi_16b.png,Lachish (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Lachish (end of 7th century Judah)\Lachish_1938-128_M-19493a_3200dpi_16b\Samples\259.png,Lachish (end of 7th century Judah)_-_Lachish_1938-128_M-19493a_3200dpi_16b.png
260,260,Lachish_1938-128_M-19493a_3200dpi_16b.png,Lachish (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Lachish (end of 7th century Judah)\Lachish_1938-128_M-19493a_3200dpi_16b\Samples\260.png,Lachish (end of 7th century Judah)_-_Lachish_1938-128_M-19493a_3200dpi_16b.png
261,261,Lachish_1938-128_M-19493a_3200dpi_16b.png,Lachish (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Lachish (end of 7th century Judah)\Lachish_1938-128_M-19493a_3200dpi_16b\Samples\261.png,Lachish (end of 7th century Judah)_-_Lachish_1938-128_M-19493a_3200dpi_16b.png
262,262,Lachish_1938-128_M-19493a_3200dpi_16b.png,Lachish (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Lachish (end of 7th century Judah)\Lachish_1938-128_M-19493a_3200dpi_16b\Samples\262.png,Lachish (end of 7th century Judah)_-_Lachish_1938-128_M-19493a_3200dpi_16b.png
263,263,Lachish_1938-128_M-19493a_3200dpi_16b.png,Lachish (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Lachish (end of 7th century Judah)\Lachish_1938-128_M-19493a_3200dpi_16b\Samples\263.png,Lachish (end of 7th century Judah)_-_Lachish_1938-128_M-19493a_3200dpi_16b.png
264,264,Lachish_1938-128_M-19493a_3200dpi_16b.png,Lachish (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Lachish (end of 7th century Judah)\Lachish_1938-128_M-19493a_3200dpi_16b\Samples\264.png,Lachish (end of 7th century Judah)_-_Lachish_1938-128_M-19493a_3200dpi_16b.png
265,265,Lachish_1938-128_M-19493a_3200dpi_16b.png,Lachish (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Lachish (end of 7th century Judah)\Lachish_1938-128_M-19493a_3200dpi_16b\Samples\265.png,Lachish (end of 7th century Judah)_-_Lachish_1938-128_M-19493a_3200dpi_16b.png
266,266,Lachish_1938-128_M-19493a_3200dpi_16b.png,Lachish (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Lachish (end of 7th century Judah)\Lachish_1938-128_M-19493a_3200dpi_16b\Samples\266.png,Lachish (end of 7th century Judah)_-_Lachish_1938-128_M-19493a_3200dpi_16b.png
267,267,Lachish_1938-128_M-19493a_3200dpi_16b.png,Lachish (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Lachish (end of 7th century Judah)\Lachish_1938-128_M-19493a_3200dpi_16b\Samples\267.png,Lachish (end of 7th century Judah)_-_Lachish_1938-128_M-19493a_3200dpi_16b.png
268,268,Lachish_1938-128_M-19493a_3200dpi_16b.png,Lachish (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Lachish (end of 7th century Judah)\Lachish_1938-128_M-19493a_3200dpi_16b\Samples\268.png,Lachish (end of 7th century Judah)_-_Lachish_1938-128_M-19493a_3200dpi_16b.png
269,269,Lachish_1938-128_M-19493a_3200dpi_16b.png,Lachish (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Lachish (end of 7th century Judah)\Lachish_1938-128_M-19493a_3200dpi_16b\Samples\269.png,Lachish (end of 7th century Judah)_-_Lachish_1938-128_M-19493a_3200dpi_16b.png
270,270,Lachish_1938-128_M-19493a_3200dpi_16b.png,Lachish (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Lachish (end of 7th century Judah)\Lachish_1938-128_M-19493a_3200dpi_16b\Samples\270.png,Lachish (end of 7th century Judah)_-_Lachish_1938-128_M-19493a_3200dpi_16b.png
271,271,Lachish_1938-128_M-19493a_3200dpi_16b.png,Lachish (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Lachish (end of 7th century Judah)\Lachish_1938-128_M-19493a_3200dpi_16b\Samples\271.png,Lachish (end of 7th century Judah)_-_Lachish_1938-128_M-19493a_3200dpi_16b.png
272,272,Lachish_1938-128_M-19493a_3200dpi_16b.png,Lachish (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Lachish (end of 7th century Judah)\Lachish_1938-128_M-19493a_3200dpi_16b\Samples\272.png,Lachish (end of 7th century Judah)_-_Lachish_1938-128_M-19493a_3200dpi_16b.png
273,273,Lachish_1938-128_M-19493a_3200dpi_16b.png,Lachish (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Lachish (end of 7th century Judah)\Lachish_1938-128_M-19493a_3200dpi_16b\Samples\273.png,Lachish (end of 7th century Judah)_-_Lachish_1938-128_M-19493a_3200dpi_16b.png
274,274,Lachish_1938-128_M-19493a_3200dpi_16b.png,Lachish (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Lachish (end of 7th century Judah)\Lachish_1938-128_M-19493a_3200dpi_16b\Samples\274.png,Lachish (end of 7th century Judah)_-_Lachish_1938-128_M-19493a_3200dpi_16b.png
275,275,Lachish_1938-128_M-19493a_3200dpi_16b.png,Lachish (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Lachish (end of 7th century Judah)\Lachish_1938-128_M-19493a_3200dpi_16b\Samples\275.png,Lachish (end of 7th century Judah)_-_Lachish_1938-128_M-19493a_3200dpi_16b.png
276,276,Lachish_1938-128_M-19493a_3200dpi_16b.png,Lachish (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Lachish (end of 7th century Judah)\Lachish_1938-128_M-19493a_3200dpi_16b\Samples\276.png,Lachish (end of 7th century Judah)_-_Lachish_1938-128_M-19493a_3200dpi_16b.png
277,277,Lachish_1938-128_M-19493a_3200dpi_16b.png,Lachish (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Lachish (end of 7th century Judah)\Lachish_1938-128_M-19493a_3200dpi_16b\Samples\277.png,Lachish (end of 7th century Judah)_-_Lachish_1938-128_M-19493a_3200dpi_16b.png
278,278,Lachish_1938-128_M-19493a_3200dpi_16b.png,Lachish (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Lachish (end of 7th century Judah)\Lachish_1938-128_M-19493a_3200dpi_16b\Samples\278.png,Lachish (end of 7th century Judah)_-_Lachish_1938-128_M-19493a_3200dpi_16b.png
279,279,Lachish_1938-128_M-19493a_3200dpi_16b.png,Lachish (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Lachish (end of 7th century Judah)\Lachish_1938-128_M-19493a_3200dpi_16b\Samples\279.png,Lachish (end of 7th century Judah)_-_Lachish_1938-128_M-19493a_3200dpi_16b.png
280,280,Lachish_1938-128_M-19493a_3200dpi_16b.png,Lachish (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Lachish (end of 7th century Judah)\Lachish_1938-128_M-19493a_3200dpi_16b\Samples\280.png,Lachish (end of 7th century Judah)_-_Lachish_1938-128_M-19493a_3200dpi_16b.png
281,281,Lachish_1938-128_M-19493a_3200dpi_16b.png,Lachish (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Lachish (end of 7th century Judah)\Lachish_1938-128_M-19493a_3200dpi_16b\Samples\281.png,Lachish (end of 7th century Judah)_-_Lachish_1938-128_M-19493a_3200dpi_16b.png
282,282,Lachish_1938-128_M-19493a_3200dpi_16b.png,Lachish (end of 7th century Judah),C:\Users\yarin\PycharmProjects\GuidedProject\Database\Lachish (end of 7th century Judah)\Lachish_1938-128_M-19493a_3200dpi_16b\Samples\282.png,Lachish (end of 7th century Judah)_-_Lachish_1938-128_M-19493a_3200dpi_16b.png
